EPISODE,AVERAGE SCORE,MAX_SCORE
1,0.09,0.09
2,0.17,0.17
3,0.12,0.12
4,0.26,0.26
5,0.1,0.1
6,0.15,0.15
7,0.02,0.02
1,0.13,0.13
2,0.15,0.15
3,0.17,0.17
4,0.17,0.17
5,0.08,0.08
6,1.08,1.08
7,0.96,0.96
8,0.78,0.78
9,0.93,0.93
10,0.91,0.91
11,0.96,0.96
12,0.91,0.91
13,1.05,1.05
14,0.99,0.99
15,0.9,0.9
16,0.58,0.58
17,0.45,0.45
18,0.49,0.49
19,0.47,0.47
20,0.51,0.51
21,0.38,0.38
