EPISODE,AVERAGE SCORE,MAX_SCORE
1,0.2,0.2
2,0.12,0.12
3,0.18,0.18
4,0.11,0.11
5,0.14,0.14
6,0.17,0.17
7,0.93,0.93
8,0.78,0.78
9,0.98,0.98
10,0.85,0.85
11,0.78,0.78
