EPISODE,AVERAGE SCORE,MAX_SCORE
1,0.0,0.0
2,0.09,0.18
3,0.21,0.45
4,0.16,0.0
5,0.14,0.06
6,0.11,0.0
7,0.1,0.0
8,0.11,0.2
